table,table_title,year,measure,description1,description2,description4,description5,description6,data_source,unit,jurisdiction,value
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Tas,0
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,ACT,3
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Aust,104
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,6501
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,6642
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,5801
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,2291
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2599
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,598
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,308
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,308
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Aust,25048
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,NSW,6258
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Vic,6248
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Qld,5587
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,WA,2422
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,SA,2537
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Tas,579
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,ACT,299
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,NT,281
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Aust,24211
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,NSW,85
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Vic,0
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,WA,0
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Tas,0
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,ACT,0
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Aust,85
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,6343
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,6248
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,5587
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,2422
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2537
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,579
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,299
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,281
7A.2,"Lodgments, civil",2016-17,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Aust,24296
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,NSW,6030
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Vic,6302
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Qld,5287
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,WA,2214
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,SA,2430
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Tas,568
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,ACT,291
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,NT,265
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Aust,23387
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,NSW,124
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Vic,3
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,WA,0
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Tas,0
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,ACT,1
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Aust,128
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,6154
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,6305
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,5287
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,2214
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2430
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,568
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,292
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,265
7A.2,"Lodgments, civil",2015-16,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Aust,23515
