table,table_title,year,measure,description1,description2,description4,description5,description6,data_source,unit,jurisdiction,value
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,32.2
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,12.1
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2644
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,1013
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,SA,314
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,38.3
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,11.9
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2285
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,950
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,SA,219
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,41.6
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,9.6
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2429
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,936
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,SA,194
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,38.5
7A.21,"Backlog indicator, civil",2019-20,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,8.0
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2228
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,755
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,SA,255
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,33.9
7A.21,"Backlog indicator, civil",2018-19,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,11.4
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2251
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,826
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,SA,384
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,36.7
7A.21,"Backlog indicator, civil",2017-18,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,17.1
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2478
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,917
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,SA,324
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,37.0
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,13.1
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2050
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,720
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,SA,230
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,35.1
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,11.2
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,SA,2775
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,4000
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,66.5
7A.23,"On-time case processing indicator, civil",2024-25,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,95.8
7A.23,"On-time case processing indicator, civil",2023-24,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,SA,2180
7A.23,"On-time case processing indicator, civil",2023-24,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,3068
7A.23,"On-time case processing indicator, civil",2023-24,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,66.9
7A.23,"On-time case processing indicator, civil",2023-24,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,94.1
7A.23,"On-time case processing indicator, civil",2022-23,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,SA,1798
7A.23,"On-time case processing indicator, civil",2022-23,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2931
7A.23,"On-time case processing indicator, civil",2022-23,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,56.2
7A.23,"On-time case processing indicator, civil",2022-23,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,91.6
7A.23,"On-time case processing indicator, civil",2021-22,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,SA,1690
7A.23,"On-time case processing indicator, civil",2021-22,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2353
7A.23,"On-time case processing indicator, civil",2021-22,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,63.2
7A.23,"On-time case processing indicator, civil",2021-22,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,88.0
7A.23,"On-time case processing indicator, civil",2020-21,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,SA,1665
7A.23,"On-time case processing indicator, civil",2020-21,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2698
7A.23,"On-time case processing indicator, civil",2020-21,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,58.1
7A.23,"On-time case processing indicator, civil",2020-21,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,94.1
7A.23,"On-time case processing indicator, civil",2019-20,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,SA,1193
7A.23,"On-time case processing indicator, civil",2019-20,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2273
7A.23,"On-time case processing indicator, civil",2019-20,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,48.5
7A.23,"On-time case processing indicator, civil",2019-20,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,92.5
7A.23,"On-time case processing indicator, civil",2018-19,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,SA,1441
7A.23,"On-time case processing indicator, civil",2018-19,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2444
7A.23,"On-time case processing indicator, civil",2018-19,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,53.0
7A.23,"On-time case processing indicator, civil",2018-19,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,89.9
7A.23,"On-time case processing indicator, civil",2017-18,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,SA,1624
7A.23,"On-time case processing indicator, civil",2017-18,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2694
7A.23,"On-time case processing indicator, civil",2017-18,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,57.6
7A.23,"On-time case processing indicator, civil",2017-18,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,95.6
7A.23,"On-time case processing indicator, civil",2016-17,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,SA,1263
7A.23,"On-time case processing indicator, civil",2016-17,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,1767
7A.23,"On-time case processing indicator, civil",2016-17,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,68.3
7A.23,"On-time case processing indicator, civil",2016-17,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,95.5
7A.23,"On-time case processing indicator, civil",2015-16,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Australian state and territory court authorities and departments (unpublished),no.,SA,1662
7A.23,"On-time case processing indicator, civil",2015-16,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2055
7A.23,"On-time case processing indicator, civil",2015-16,On-time case processing,On-time case processing; civil,,,,Cases finalised <=12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,76.2
7A.23,"On-time case processing indicator, civil",2015-16,On-time case processing,On-time case processing; civil,,,,Cases finalised <=24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,94.2
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2024-25,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2.3
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2023-24,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2.3
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2022-23,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,4.5
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2021-22,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2.6
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2020-21,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2.0
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2019-20,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2.2
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2018-19,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,4.6
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2017-18,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,5.0
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2016-17,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,1.3
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2015-16,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2.7
7A.26,"Clearance indicator – finalisations/lodgments, civil",2024-25,Clearance indicator,Clearance indicator; civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,108.5
7A.26,"Clearance indicator – finalisations/lodgments, civil",2023-24,Clearance indicator,Clearance indicator; civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,93.4
7A.26,"Clearance indicator – finalisations/lodgments, civil",2022-23,Clearance indicator,Clearance indicator; civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,95.8
7A.26,"Clearance indicator – finalisations/lodgments, civil",2021-22,Clearance indicator,Clearance indicator; civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,87.0
7A.26,"Clearance indicator – finalisations/lodgments, civil",2020-21,Clearance indicator,Clearance indicator; civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,104.8
7A.26,"Clearance indicator – finalisations/lodgments, civil",2019-20,Clearance indicator,Clearance indicator; civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,92.7
7A.26,"Clearance indicator – finalisations/lodgments, civil",2018-19,Clearance indicator,Clearance indicator; civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,101.2
7A.26,"Clearance indicator – finalisations/lodgments, civil",2017-18,Clearance indicator,Clearance indicator; civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,108.4
7A.26,"Clearance indicator – finalisations/lodgments, civil",2016-17,Clearance indicator,Clearance indicator; civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,72.9
7A.26,"Clearance indicator – finalisations/lodgments, civil",2015-16,Clearance indicator,Clearance indicator; civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,89.8
7A.27,"Clearance indicator – finalisations/lodgments, criminal and civil",2024-25,Clearance indicator,Clearance indicator; criminal and civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,108.5
7A.27,"Clearance indicator – finalisations/lodgments, criminal and civil",2023-24,Clearance indicator,Clearance indicator; criminal and civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,93.4
7A.27,"Clearance indicator – finalisations/lodgments, criminal and civil",2022-23,Clearance indicator,Clearance indicator; criminal and civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,95.8
7A.27,"Clearance indicator – finalisations/lodgments, criminal and civil",2021-22,Clearance indicator,Clearance indicator; criminal and civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,87.0
7A.27,"Clearance indicator – finalisations/lodgments, criminal and civil",2020-21,Clearance indicator,Clearance indicator; criminal and civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,104.8
7A.27,"Clearance indicator – finalisations/lodgments, criminal and civil",2019-20,Clearance indicator,Clearance indicator; criminal and civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,92.7
7A.27,"Clearance indicator – finalisations/lodgments, criminal and civil",2018-19,Clearance indicator,Clearance indicator; criminal and civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,101.2
7A.27,"Clearance indicator – finalisations/lodgments, criminal and civil",2017-18,Clearance indicator,Clearance indicator; criminal and civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,108.4
7A.27,"Clearance indicator – finalisations/lodgments, criminal and civil",2016-17,Clearance indicator,Clearance indicator; criminal and civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,72.9
7A.27,"Clearance indicator – finalisations/lodgments, criminal and civil",2015-16,Clearance indicator,Clearance indicator; criminal and civil,,,,,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,89.8
7A.28,"Judicial officers (FTE and number per 100,000 people)",2024-25,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,SA,3.0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2024-25,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,SA,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2023-24,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,SA,2.8
7A.28,"Judicial officers (FTE and number per 100,000 people)",2023-24,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,SA,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2022-23,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,SA,3.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2022-23,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,SA,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2021-22,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,SA,3.6
7A.28,"Judicial officers (FTE and number per 100,000 people)",2021-22,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,SA,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2020-21,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,SA,2.8
7A.28,"Judicial officers (FTE and number per 100,000 people)",2020-21,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,SA,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,SA,2.7
7A.28,"Judicial officers (FTE and number per 100,000 people)",2019-20,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,SA,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,SA,3.0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2018-19,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,SA,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,SA,2.8
7A.28,"Judicial officers (FTE and number per 100,000 people)",2017-18,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,SA,0.2
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,SA,2.0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2016-17,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,SA,0.1
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers,Civil,,,,Australian state and territory court authorities and departments (unpublished),no.,SA,2.0
7A.28,"Judicial officers (FTE and number per 100,000 people)",2015-16,Judicial officers,Number of FTE judicial officers per 100000 people,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS National state and territory population - December,rate,SA,0.1
7A.29,"Judicial officers per 1,000 finalisations",2024-25,Judicial officers,Number of FTE judicial officers per 1000 finalisations,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,0.7
7A.29,"Judicial officers per 1,000 finalisations",2023-24,Judicial officers,Number of FTE judicial officers per 1000 finalisations,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,0.9
7A.29,"Judicial officers per 1,000 finalisations",2022-23,Judicial officers,Number of FTE judicial officers per 1000 finalisations,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,1.0
7A.29,"Judicial officers per 1,000 finalisations",2021-22,Judicial officers,Number of FTE judicial officers per 1000 finalisations,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,1.4
7A.29,"Judicial officers per 1,000 finalisations",2020-21,Judicial officers,Number of FTE judicial officers per 1000 finalisations,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,1.0
7A.29,"Judicial officers per 1,000 finalisations",2019-20,Judicial officers,Number of FTE judicial officers per 1000 finalisations,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,1.1
7A.29,"Judicial officers per 1,000 finalisations",2018-19,Judicial officers,Number of FTE judicial officers per 1000 finalisations,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,1.1
7A.29,"Judicial officers per 1,000 finalisations",2017-18,Judicial officers,Number of FTE judicial officers per 1000 finalisations,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,1.0
7A.29,"Judicial officers per 1,000 finalisations",2016-17,Judicial officers,Number of FTE judicial officers per 1000 finalisations,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,1.1
7A.29,"Judicial officers per 1,000 finalisations",2015-16,Judicial officers,Number of FTE judicial officers per 1000 finalisations,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,0.9
7A.30,"Full-time equivalent (FTE) staff per 1,000 finalisations",2024-25,Full-time equivalent staff,Full-time equivalent staff per 1000 finalisations,All civil staff,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,5.8
7A.30,"Full-time equivalent (FTE) staff per 1,000 finalisations",2023-24,Full-time equivalent staff,Full-time equivalent staff per 1000 finalisations,All civil staff,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,7.3
7A.30,"Full-time equivalent (FTE) staff per 1,000 finalisations",2022-23,Full-time equivalent staff,Full-time equivalent staff per 1000 finalisations,All civil staff,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,8.3
7A.30,"Full-time equivalent (FTE) staff per 1,000 finalisations",2021-22,Full-time equivalent staff,Full-time equivalent staff per 1000 finalisations,All civil staff,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,9.6
7A.30,"Full-time equivalent (FTE) staff per 1,000 finalisations",2020-21,Full-time equivalent staff,Full-time equivalent staff per 1000 finalisations,All civil staff,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,9.7
7A.30,"Full-time equivalent (FTE) staff per 1,000 finalisations",2019-20,Full-time equivalent staff,Full-time equivalent staff per 1000 finalisations,All civil staff,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,10.3
7A.30,"Full-time equivalent (FTE) staff per 1,000 finalisations",2018-19,Full-time equivalent staff,Full-time equivalent staff per 1000 finalisations,All civil staff,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,10.4
7A.30,"Full-time equivalent (FTE) staff per 1,000 finalisations",2017-18,Full-time equivalent staff,Full-time equivalent staff per 1000 finalisations,All civil staff,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,9.1
7A.30,"Full-time equivalent (FTE) staff per 1,000 finalisations",2016-17,Full-time equivalent staff,Full-time equivalent staff per 1000 finalisations,All civil staff,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,11.5
7A.30,"Full-time equivalent (FTE) staff per 1,000 finalisations",2015-16,Full-time equivalent staff,Full-time equivalent staff per 1000 finalisations,All civil staff,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,SA,10.0
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2024-25,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1156
7A.32,"Real net recurrent expenditure per finalisation, civil, 2024-25 dollars",2023-24,Real net recurrent expenditure per finalisation,Real net recurrent expenditure per finalisation; civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1479
