table,table_title,section,row_group,row_label,column,value
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,02 Assault,All Courts - Less than $250,230
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,02 Assault,All Courts - $250 to less than $500,989
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,02 Assault,"All Courts - $500 to less than $1,000",3604
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,02 Assault,"All Courts - $1,000 & over",3460
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,02 Assault,All Courts - Total,8280
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,02 Assault,All Courts - Mean,992.76
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,02 Assault,All Courts - Median,800
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,02 Assault,Higher Courts - Mean,2056.9
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,02 Assault,Higher Courts - Median,1000
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,02 Assault,Magistrates' Courts - Mean,992.4
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,02 Assault,Magistrates' Courts - Median,800
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,02 Assault,Children's Courts - Mean,437.71
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,02 Assault,Children's Courts - Median,300
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,021 Serious assault,All Courts - Less than $250,33
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,021 Serious assault,All Courts - $250 to less than $500,137
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,021 Serious assault,"All Courts - $500 to less than $1,000",1005
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,021 Serious assault,"All Courts - $1,000 & over",1417
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,021 Serious assault,All Courts - Total,2591
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,021 Serious assault,All Courts - Mean,1232.3
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,021 Serious assault,All Courts - Median,1000
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,021 Serious assault,Higher Courts - Mean,2645
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,021 Serious assault,Higher Courts - Median,2000
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,021 Serious assault,Magistrates' Courts - Mean,1227.36
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,021 Serious assault,Magistrates' Courts - Median,1000
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,021 Serious assault,Children's Courts - Mean,604.44
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,021 Serious assault,Children's Courts - Median,750
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,03 Sexual offences,All Courts - Less than $250,28
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,03 Sexual offences,All Courts - $250 to less than $500,52
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,03 Sexual offences,"All Courts - $500 to less than $1,000",181
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,03 Sexual offences,"All Courts - $1,000 & over",257
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,03 Sexual offences,All Courts - Total,522
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,03 Sexual offences,All Courts - Mean,1230.8
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,03 Sexual offences,All Courts - Median,900
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,03 Sexual offences,Higher Courts - Mean,1921.43
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,03 Sexual offences,Higher Courts - Median,1750
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,03 Sexual offences,Magistrates' Courts - Mean,1213.1
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,03 Sexual offences,Magistrates' Courts - Median,900
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,03 Sexual offences,Children's Courts - Mean,1000
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,03 Sexual offences,Children's Courts - Median,1000
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,04 Harm or endanger persons,All Courts - Less than $250,105
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,04 Harm or endanger persons,All Courts - $250 to less than $500,406
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,04 Harm or endanger persons,"All Courts - $500 to less than $1,000",1361
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,04 Harm or endanger persons,"All Courts - $1,000 & over",1539
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,04 Harm or endanger persons,All Courts - Total,3407
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,04 Harm or endanger persons,All Courts - Mean,1332.11
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,04 Harm or endanger persons,All Courts - Median,800
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,04 Harm or endanger persons,Higher Courts - Mean,2392.86
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,04 Harm or endanger persons,Higher Courts - Median,2500
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,04 Harm or endanger persons,Magistrates' Courts - Mean,1332.03
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,04 Harm or endanger persons,Magistrates' Courts - Median,800
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,04 Harm or endanger persons,Children's Courts - Mean,538.89
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,04 Harm or endanger persons,Children's Courts - Median,500
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,"044 Acts that threaten, harass or control",All Courts - Less than $250,94
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,"044 Acts that threaten, harass or control",All Courts - $250 to less than $500,343
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,"044 Acts that threaten, harass or control","All Courts - $500 to less than $1,000",1190
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,"044 Acts that threaten, harass or control","All Courts - $1,000 & over",942
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,"044 Acts that threaten, harass or control",All Courts - Total,2566
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,"044 Acts that threaten, harass or control",All Courts - Mean,920.07
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,"044 Acts that threaten, harass or control",All Courts - Median,750
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,"044 Acts that threaten, harass or control",Higher Courts - Mean,1562.5
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",Australia,,"044 Acts that threaten, harass or control",Higher Courts - Median,1000
